"Species","ConservationStart","NumProjects","SumTotalBudgetWeighted","SumEUContributionWeighted","taxonid","scientific_name","region_identifier","1965","1978","1982","1983","1985","1986","1988","1990","1994","1996","1997","1998","2000","2002","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","current_category","ConservationProjects"
"Tanacetum ptarmiciflorum",NA,NA,NA,NA,162108,"Tanacetum ptarmiciflorum","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tandonia albanica",NA,NA,NA,NA,171567,"Tandonia albanica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia bolensis",NA,NA,NA,NA,76111515,"Tandonia bolensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Tandonia bosnensis",NA,NA,NA,NA,171776,"Tandonia bosnensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tandonia budapestensis",NA,NA,NA,NA,171002,"Tandonia budapestensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia cavicola",NA,NA,NA,NA,171128,"Tandonia cavicola","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia cretica",NA,NA,NA,NA,171559,"Tandonia cretica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia cristata",NA,NA,NA,NA,171433,"Tandonia cristata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia croatica",NA,NA,NA,NA,171366,"Tandonia croatica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tandonia dalmatina",NA,NA,NA,NA,171080,"Tandonia dalmatina","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tandonia ehrmanni",NA,NA,NA,NA,171337,"Tandonia ehrmanni","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia fejervaryi",NA,NA,NA,NA,171520,"Tandonia fejervaryi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia jablanacensis",NA,NA,NA,NA,170910,"Tandonia jablanacensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tandonia kaleniczenkoi",NA,NA,NA,NA,171551,"Tandonia kaleniczenkoi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tandonia kusceri",NA,NA,NA,NA,171518,"Tandonia kusceri","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia lagostana",NA,NA,NA,NA,171613,"Tandonia lagostana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,"CR",FALSE
"Tandonia macedonica",NA,NA,NA,NA,171628,"Tandonia macedonica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tandonia marinellii",NA,NA,NA,NA,84416403,"Tandonia marinellii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tandonia melanica",NA,NA,NA,NA,170827,"Tandonia melanica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia nigra",NA,NA,NA,NA,21385,"Tandonia nigra","europe&",NA,NA,NA,NA,NA,NA,NA,NA,"VU","DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia pageti",NA,NA,NA,NA,171122,"Tandonia pageti","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Tandonia pinteri",NA,NA,NA,NA,171368,"Tandonia pinteri","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia piriniana",NA,NA,NA,NA,170975,"Tandonia piriniana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tandonia rara",NA,NA,NA,NA,171293,"Tandonia rara","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia reuleauxi",NA,NA,NA,NA,171027,"Tandonia reuleauxi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia robici",NA,NA,NA,NA,170885,"Tandonia robici","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia rustica",NA,NA,NA,NA,171361,"Tandonia rustica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia sapkarevi",NA,NA,NA,NA,76131653,"Tandonia sapkarevi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tandonia serbica",NA,NA,NA,NA,171234,"Tandonia serbica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia sowerbyi",NA,NA,NA,NA,171388,"Tandonia sowerbyi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tandonia totevi",NA,NA,NA,NA,171573,"Tandonia totevi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tanousia zrmanjae",NA,NA,NA,NA,155570,"Tanousia zrmanjae","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
"Tanousia zrmanjae",NA,NA,NA,NA,155570,"Tanousia zrmanjae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
"Taphozous nudiventris",NA,NA,NA,NA,21462,"Taphozous nudiventris","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Taphozous perforatus",NA,NA,NA,NA,21463,"Taphozous perforatus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Taractes asper",NA,NA,NA,NA,18156550,"Taractes asper","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",FALSE
"Taractichthys longipinnis",NA,NA,NA,NA,190394,"Taractichthys longipinnis","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Taraxacum officinale",NA,NA,NA,NA,202994,"Taraxacum officinale","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarentola angustimentalis",NA,NA,NA,NA,61572,"Tarentola angustimentalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarentola boettgeri",NA,NA,NA,NA,61574,"Tarentola boettgeri","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarentola delalandii",NA,NA,NA,NA,61575,"Tarentola delalandii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarentola gomerensis",NA,NA,NA,NA,61577,"Tarentola gomerensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarentola mauritanica",NA,NA,NA,NA,61578,"Tarentola mauritanica","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Targionia hypophylla",NA,NA,NA,NA,87538817,"Targionia hypophylla","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Targionia lorbeeriana",NA,NA,NA,NA,87538821,"Targionia lorbeeriana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarphius besucheti",NA,NA,NA,NA,47266875,"Tarphius besucheti","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tarphius besucheti",NA,NA,NA,NA,47266875,"Tarphius besucheti","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tarphius fairmairei",NA,NA,NA,NA,91476608,"Tarphius fairmairei","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarphius gibbulus",NA,NA,NA,NA,47266877,"Tarphius gibbulus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tarphius gibbulus",NA,NA,NA,NA,47266877,"Tarphius gibbulus","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tarphius isabelae",NA,NA,NA,NA,91478402,"Tarphius isabelae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarphius liliputanus",NA,NA,NA,NA,91477278,"Tarphius liliputanus","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarphius maroccanus",NA,NA,NA,NA,91478073,"Tarphius maroccanus","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarphius oulmesensis",NA,NA,NA,NA,91478093,"Tarphius oulmesensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Tarraconia gasulli",NA,NA,NA,NA,156011,"Tarraconia gasulli","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
"Tarraconia gasulli",NA,NA,NA,NA,156011,"Tarraconia gasulli","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
"Tarraconia rolani",NA,NA,NA,NA,156067,"Tarraconia rolani","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tarraconia rolani",NA,NA,NA,NA,156067,"Tarraconia rolani","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tarsalia ancyliformis",NA,NA,NA,NA,19198339,"Tarsalia ancyliformis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarsalia hirtipes",NA,NA,NA,NA,19199862,"Tarsalia hirtipes","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tarsiger cyanurus",NA,NA,NA,NA,105294257,"Tarsiger cyanurus","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,"LC",FALSE
"Tartarogryllus sandanski",NA,NA,NA,NA,68469231,"Tartarogryllus sandanski","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Tartarogryllus tartarus",NA,NA,NA,NA,68469236,"Tartarogryllus tartarus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarucus balkanicus",NA,NA,NA,NA,174416,"Tarucus balkanicus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarucus balkanicus",NA,NA,NA,NA,174416,"Tarucus balkanicus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarucus rosaceus",NA,NA,NA,NA,62148657,"Tarucus rosaceus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarucus theophrastus",NA,NA,NA,NA,174333,"Tarucus theophrastus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tarucus theophrastus",NA,NA,NA,NA,174333,"Tarucus theophrastus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tatera indica",NA,NA,NA,NA,21514,"Tatera indica","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",FALSE
"Taurinellushka babugana",NA,NA,NA,NA,112366606,"Taurinellushka babugana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,"NT",FALSE
"Taurulus bubalis",NA,NA,NA,NA,198741,"Taurulus bubalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Taurulus bubalis",NA,NA,NA,NA,198741,"Taurulus bubalis","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Taxiphyllum densifolium",NA,NA,NA,NA,87464580,"Taxiphyllum densifolium","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Taxiphyllum wissgrillii",NA,NA,NA,NA,87464584,"Taxiphyllum wissgrillii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Taxus baccata",NA,NA,NA,NA,42546,"Taxus baccata","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tayloria acuminata",NA,NA,NA,NA,87570728,"Tayloria acuminata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Tayloria froelichiana",NA,NA,NA,NA,87570732,"Tayloria froelichiana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tayloria hornschuchii",NA,NA,NA,NA,87570747,"Tayloria hornschuchii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tayloria lingulata",NA,NA,NA,NA,87570813,"Tayloria lingulata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tayloria rudolphiana",NA,NA,NA,NA,39188,"Tayloria rudolphiana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Tayloria serrata",NA,NA,NA,NA,87570862,"Tayloria serrata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Tayloria splachnoides",NA,NA,NA,NA,87570866,"Tayloria splachnoides","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Tayloria tenuis",NA,NA,NA,NA,87570876,"Tayloria tenuis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Tefennia tefennica",NA,NA,NA,NA,164805,"Tefennia tefennica","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Teira dugesii",NA,NA,NA,NA,61521,"Teira dugesii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Telaranea azorica",NA,NA,NA,NA,87574551,"Telaranea azorica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,"EN",FALSE
"Telaranea europaea",NA,NA,NA,NA,87519211,"Telaranea europaea","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",FALSE
"Telescopus fallax",NA,NA,NA,NA,157258,"Telescopus fallax","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Telestes beoticus",NA,NA,NA,NA,60635,"Telestes beoticus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,"VU","EN",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Telestes croaticus",NA,NA,NA,NA,39274,"Telestes croaticus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Telestes fontinalis",NA,NA,NA,NA,61312,"Telestes fontinalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
